hp_id	english	french
HP:0033401	Tissue ischemia	Ischémie tissulaire
HP:0033402	Digital ischemia	Ischémie numérique
HP:0033403	Testicular ischemia	Ischémie testiculaire
HP:0033404	Intestinal ischemia	Ischémie intestinale
HP:0033405	Abnormal circulating organic amino compound concentration	Concentration anormale de composés aminés organiques circulants
HP:0033406	Elevated circulating phosphoethanolamine concentration	Concentration élevée de phosphoéthanolamine circulante
HP:0033407	Elevated urine acetoacetic acid level	Niveau élevé d'acide acétoacétique dans l'urine
HP:0033408	Elevated circulating acetoacetic acid concentration	Concentration élevée d’acide acétoacétique circulant
HP:0033409	Elevated urinary 2-hydroxybutyric acid	Acide 2-hydroxybutyrique urinaire élevé
HP:0033410	Elevated circulating cartilage oligomeric matrix protein concentration	Concentration élevée de protéines de la matrice oligomère du cartilage circulant
HP:0033411	Lower extremity akinesia	Akinésie des membres inférieurs
HP:0033412	Upper extremity akinesia	Akinésie des membres supérieurs
HP:0033413	Upper extremity hypokinesia	Hypokinésie des membres supérieurs
HP:0033414	Lower extremity hypokinesia	Hypokinésie des membres inférieurs
HP:0033415	Cardiac tamponade	Tamponnade cardiaque
HP:0033416	Hip adductor weakness	Faiblesse des adducteurs de la hanche
HP:0033417	Elevated circulating hydroxybutyric acid concentration	Concentration élevée d’acide hydroxybutyrique circulant
HP:0033418	Elevated circulating 2-hydroxybutyric acid concentration	Concentration élevée d’acide 2-hydroxybutyrique circulant
HP:0033419	Elevated circulating 3-hydroxybutyric acid concentration	Concentration élevée d’acide 3-hydroxybutyrique circulant
HP:0033420	Pulmonary arterial plexiform lesion	Lésion plexiforme artérielle pulmonaire
HP:0033421	Pulmonary artery intimal thickening	Épaississement intimal de l’artère pulmonaire
HP:0033422	Pulmonary artery adventitial fibrosis	Fibrose adventitielle de l'artère pulmonaire
HP:0033423	Pulmonary arterial hypertension with positive acute response to NO challenge	Hypertension artérielle pulmonaire avec réponse aiguë positive à la provocation au NO
HP:0033424	Pulmonary arterial hypertension with lack of acute response to NO challenge	Hypertension artérielle pulmonaire avec absence de réponse aiguë à la provocation au NO
HP:0033425	Periungual erythema	Érythème péri-unguéal
HP:0033426	Pulmonary air embolism	Embolie gazeuse pulmonaire
HP:0033427	Pulmonary capillary angioectasia	Angioectasie capillaire pulmonaire
HP:0033428	Systemic autoinflammation	Auto-inflammation systémique
HP:0033429	Neuroinflammation	Neuroinflammation
HP:0033430	Non-infectious meningitis	Méningite non infectieuse
HP:0033431	Cytomegalovirus colitis	Colite à cytomégalovirus
HP:0033432	Opportunistic viral infection	Infection virale opportuniste
HP:0033433	Ileocecal ulcer	Ulcère iléo-cæcal
HP:0033434	Nasal septum perforation	Perforation de la cloison nasale
HP:0033435	Abnormal circulating keto acid concentration	Concentration anormale d'acide céto circulant
HP:0033436	Elevated circulating 3-methyl-2-oxovaleric acid concentration	Concentration élevée d'acide 3-méthyl-2-oxovalérique en circulation
HP:0033437	Elevated circulating 4-methyl-2-oxopentanoic acid concentration	Concentration élevée d'acide 4-méthyl-2-oxopentanoïque circulant
HP:0033438	Elevated circulating myoglobin concentration	Concentration élevée de myoglobine circulante
HP:0033439	Elevated circulating decenoylcarnitine concentration	Concentration élevée de décénoylcarnitine circulante
HP:0033440	Elevated circulating octenoylcarnitine concentration	Concentration élevée d'octénoylcarnitine circulante
HP:0033441	Elevated circulating hexanoylcarnitine concentration	Concentration élevée d'hexanoylcarnitine en circulation
HP:0033442	Elevated circulating glutarylcarnitine concentration	Concentration élevée de glutarylcarnitine circulante
HP:0033443	Elevated circulating propionylcarnitine concentration	Concentration élevée de propionylcarnitine circulante
HP:0033444	Elevated circulating dodecanoylcarnitine concentration	Concentration élevée de dodécanoylcarnitine circulante
HP:0033445	Reduced circulating acylcarnitine concentration	Concentration réduite d’acylcarnitine circulante
HP:0033446	Elevated circulating butyrylcarnitine concentration	Concentration élevée de butyrylcarnitine circulante
HP:0033447	Elevated circulating isovalerylcarnitine concentration	Concentration élevée d'isovalérylcarnitine circulante
HP:0033448	Increased mid-arm muscle circumference	Augmentation de la circonférence musculaire du milieu du bras
HP:0033449	Decreased mid-arm muscle circumference	Diminution de la circonférence musculaire du milieu du bras
HP:0033450	Abnormal circulating prealbumin concentration	Concentration anormale de préalbumine circulante
HP:0033451	Increased circulating prealbumin concentration	Augmentation de la concentration de préalbumine circulante
HP:0033453	Limited neck extension	Extension du cou limitée
HP:0033454	Tube feeding	Alimentation par sonde
HP:0033456	Elevated urine keto acid level	Niveau élevé d’acide cétonique dans l’urine
HP:0033457	Elevated urine 3-methyl-2-oxovaleric acid level	Taux urinaire élevé d’acide 3-méthyl-2-oxovalérique
HP:0033458	Elevated urine 4-methyl-2-oxopentanoic acid level	Taux urinaire élevé d’acide 4-méthyl-2-oxopentanoïque
HP:0033459	Decreased circulating apolipoprotein concentration	Diminution de la concentration en apolipoprotéines circulantes
HP:0033460	Increased circulating apolipoprotein circulation	Augmentation de la circulation des apolipoprotéines circulantes
HP:0033461	Elevated circulating 3-hydroxylinoleylcarnitine concentration	Concentration élevée de 3-hydroxylinoléylcarnitine circulante
HP:0033462	Elevated circulating oleylcarnitine concentration	Concentration élevée d'oléylcarnitine circulante
HP:0033464	Elevated circulating 3-hydroxypalmitoleylcarnitine concentration	Concentration élevée de 3-hydroxypalmitoleylcarnitine circulante
HP:0033465	Elevated circulating tetradecanoylcarnitine concentration	Concentration élevée de tétradécanoylcarnitine circulante
HP:0033466	Weak grip	Faible adhérence
HP:0033467	Low 10-minute APGAR score	Faible score APGAR sur 10 minutes
HP:0033468	10-minute APGAR score of 0	Score APGAR sur 10 minutes de 0
HP:0033469	10-minute APGAR score of 1	Score APGAR sur 10 minutes de 1
HP:0033470	10-minute APGAR score of 2	Score APGAR de 2 sur 10 minutes
HP:0033471	10-minute APGAR score of 3	Score APGAR de 3 sur 10 minutes
HP:0033472	10-minute APGAR score of 4	Score APGAR de 4 sur 10 minutes
HP:0033473	10-minute APGAR score of 5	Score APGAR sur 10 minutes de 5
HP:0033474	10-minute APGAR score of 6	Score APGAR sur 10 minutes de 6
HP:0033475	Limited shoulder abduction	Abduction limitée de l'épaule
HP:0033476	Extractable nuclear antigen positivity	Positivité de l'antigène nucléaire extractible
HP:0033477	Abnormal circulating lipoprotein lipase concentration	Concentration anormale de lipoprotéine lipase circulante
HP:0033478	Increased circulating lipoprotein lipase concentration	Augmentation de la concentration de lipoprotéine lipase circulante
HP:0033479	Abnormal circulating bilirubin concentration	Concentration anormale de bilirubine circulante
HP:0033480	Hypobilirubinemia	Hypobilirubinémie
HP:0033481	Limited lateral neck flexion	Flexion latérale limitée du cou
HP:0033482	Limited shoulder flexion	Flexion limitée de l'épaule
HP:0033483	Podocyte infolding	Repliement des podocytes
HP:0033484	Elevated circulating linoleylcarnitine concentration	Concentration élevée de linoléylcarnitine circulante
HP:0033485	Glomerular basement membrane disruption	Perturbation de la membrane basale glomérulaire
HP:0033486	Abnormal glomerular basement membrane texture	Texture anormale de la membrane basale glomérulaire
HP:0033487	Glomerular basement membranes powdery deposit	Dépôt poudreux des membranes basales glomérulaires
HP:0033488	Glomerular endocapillary leukocyte hypercellularity	Hypercellularité leucocytaire endocapillaire glomérulaire
HP:0033489	Glomerular endocapillary neutrophil hypercellularity	Hypercellularité des neutrophiles endocapillaires glomérulaires
HP:0033490	Glomerular endocapillary foam-cell hypercellularity	Hypercellularité des cellules spumeuses endocapillaires glomérulaires
HP:0033491	Global mesangial sclerosis	Sclérose mésangiale globale
HP:0033492	Podocyte cytoskeletal condensation	Condensation cytosquelettique des podocytes
HP:0033493	Mesangial matrix expansion	Expansion de la matrice mésangiale
HP:0033494	Glomerular basement membrane amyloid spicule	Spicule amyloïde de la membrane basale glomérulaire
HP:0033495	Segmental glomerulosclerosis	Glomérulosclérose segmentaire
HP:0033496	Perihilar segmental glomerulosclerosis	Glomérulosclérose segmentaire périhilaire
HP:0033497	Tip variant segmental glomerulosclerosis	Glomérulosclérose segmentaire à variante de pointe
HP:0033498	Segmental glomerulosclerosis away from the vascular and tubular poles	Glomérulosclérose segmentaire éloignée des pôles vasculaires et tubulaires
HP:0033499	Glomerular basement membrane electron dense deposits	Dépôts denses en électrons sur la membrane basale glomérulaire
HP:0033500	Subendothelial glomerular basement membrane electron dense deposits	Dépôts denses en électrons sur la membrane basale glomérulaire sous-endothéliale
HP:0033501	Subepithelial glomerular basement membrane electron dense deposits	Dépôts denses en électrons sur la membrane basale glomérulaire sous-épithéliale
HP:0033502	Abnormal esterified to free carnitine ratio	Rapport anormal estérifiée/carnitine libre
HP:0033503	Elevated CSF fumarate concentration	Concentration élevée de fumarate dans le LCR
HP:0033504	Elevated circulating fumarate concentration	Concentration élevée de fumarate circulant
HP:0033505	Livedo reticularis	Livedo réticulaire
HP:0033506	Increased esterified to free carnitine ratio	Augmentation du rapport carnitine estérifiée/carnitine libre
HP:0033507	Decreased esterified to free carnitine ratio	Diminution du rapport carnitine estérifiée/carnitine libre
HP:0033508	EBV meningitis	Méningite à EBV
HP:0033509	EBV encephalitis	Encéphalite à EBV
HP:0033510	Cutaneous horn	Corne cutanée
HP:0033511	Addictive substance use	Consommation de substances addictives
HP:0033512	Addictive stimulant use	Utilisation addictive de stimulants
HP:0033513	Addictive cocaine use	Consommation addictive de cocaïne
HP:0033514	Addictive amphetamine use	Consommation addictive d’amphétamines
HP:0033515	Addictive opioid use	Consommation addictive d’opioïdes
HP:0033516	Addictive benzodiazepine use	Consommation addictive de benzodiazépines
HP:0033517	Addictive heroin use	Consommation addictive d'héroïne
HP:0033518	Addictive methylphenidate use	Utilisation addictive de méthylphénidate
HP:0033519	Addictive methamphetamine use	Consommation addictive de méthamphétamine
HP:0033520	Paradoxical embolism	Embolie paradoxale
HP:0033521	Nasal dryness	Sécheresse nasale
HP:0033522	Cerebral cavernous malformation	Malformation caverneuse cérébrale
HP:0033523	Abnormal sperm principal piece morphology	Morphologie anormale de la pièce principale du sperme
HP:0033524	Abnormal sperm axoneme morphology	Morphologie anormale de l'axonème des spermatozoïdes
HP:0033525	Absent sperm axoneme central pair complex	Complexe de la paire centrale de l'axonème du sperme absent
HP:0033526	Limited ankle dorsiflexion	Dorsiflexion limitée de la cheville
HP:0033527	Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio	Diminution du rapport testostérone/androstènedione stimulé par les gonadotrophines
HP:0033528	Abnormal cardiac output	Débit cardiaque anormal
HP:0033529	Abnormal cardiac index	Index cardiaque anormal
HP:0033530	Increased cardiac index	Augmentation de l'indice cardiaque
HP:0033531	Decreased cardiac index	Diminution de l'index cardiaque
HP:0033532	Decreased cardiac output	Diminution du débit cardiaque
HP:0033533	Increased cardiac output	Augmentation du débit cardiaque
HP:0033534	Increased circulating brain natriuretic peptide concentration	Augmentation de la concentration de peptide natriurétique cérébral circulant
HP:0033535	Reduced platelet dense granules	Granules denses en plaquettes réduites
HP:0033536	Reduced platelet alpha granules	Granules alpha plaquettaires réduits
HP:0033537	Mosaic pulmonary attenuation pattern	Modèle d'atténuation pulmonaire en mosaïque
HP:0033538	Aortic annulus calcification	Calcification de l'anneau aortique
HP:0033539	Bilateral apical pulmonary fibrosis	Fibrose pulmonaire apicale bilatérale
HP:0033540	Reversible airflow obstruction	Obstruction réversible du flux d’air
HP:0033541	Irreversible airflow obstruction	Obstruction irréversible du flux d’air
HP:0033542	Bronchial wall thickening	Épaississement de la paroi bronchique
HP:0033543	Addictive nicotine use	Consommation addictive de nicotine
HP:0033544	Mesangial fibril deposition	Dépôt mésangial de fibrilles
HP:0033545	Mesangial fibrillary deposits	Dépôts fibrillaires mésangiaux
HP:0033546	Mesangial microfibril deposition	Dépôt mésangial de microfibrilles
HP:0033547	Mesangial immunotactoid deposits	Dépôts immunotactoïdes mésangiaux
HP:0033548	Mesangial amyloid deposition	Dépôt amyloïde mésangial
HP:0033549	Nodular mesangiosclerosis	Mésangiosclérose nodulaire
HP:0033550	Necrotizing pulmonary granulomatosis	Granulomatose pulmonaire nécrosante
HP:0033551	Non-necrotizing pulmonary granulomatosis	Granulomatose pulmonaire non nécrosante
HP:0033552	Chronic villitis	Villite chronique
